λ,Lq,s,μ,ρ,Wq
15.29870033,13.09669971,4,16.3891,0.2334,0.0009
4.380700111,7.127799988,1,4.9271,0.8891,1.6271
6.040299892,2.86590004,9,7.6948,0.0872,0
17.77160072,19.63050079,6,18.635,0.1589,0.0001
9.005999565,16.61070061,4,9.519,0.2365,0.0015
12.48449993,14.31980038,3,13.3027,0.3128,0.0044
15.61089993,7.691699982,3,17.4288,0.2986,0.003
8.629099846,3.941200018,6,10.439,0.1378,0.0001
19.21809959,3.317100048,7,23.8806,0.115,0
5.849299908,5.868899822,8,6.7172,0.1088,0
18.99850082,12.35540009,3,20.4285,0.31,0.0028
18.0576992,12.41849995,8,19.4105,0.1163,0
9.539899826,18.14760017,7,10.0394,0.1357,0
17.9197998,6.159599781,9,20.467,0.0973,0
13.20639992,16.31990051,3,13.9713,0.3151,0.0042
19.08839989,0.228300005,4,50.6184,0.0943,0
3.248100042,17.59630013,7,3.4232,0.1355,0.0001
11.18780041,3.639400005,2,13.6985,0.4084,0.0168
2.660000086,15.61069965,1,2.8207,0.943,5.8687
13.5486002,11.59920025,2,14.6303,0.463,0.0208
16.79170036,19.71980095,3,17.6039,0.318,0.0034
19.69179916,0.818000019,3,33.7412,0.1945,0.0006
8.706399918,12.8156004,3,9.3397,0.3107,0.0061
3.562999964,9.822299957,7,3.8948,0.1307,0.0001
12.29100037,14.13739967,1,13.1063,0.9378,1.1502
6.517199993,4.26760006,10,7.7941,0.0836,0
3.114700079,7.085000038,5,3.5053,0.1777,0.001
1.052800059,7.250999928,9,1.1821,0.099,0
2.038700104,12.03069973,8,2.196,0.116,0.0001
6.29640007,14.62310028,6,6.701,0.1566,0.0002
12.57579994,4.131800175,3,15.1091,0.2774,0.0029
18.23649979,15.30130005,10,19.3592,0.0942,0
19.99909973,16.14369965,5,21.1694,0.1889,0.0002
1.708600044,16.58160019,6,1.8061,0.1577,0.0007
14.20240021,6.231500149,1,16.2004,0.8767,0.4388
1.128999949,14.45180035,7,1.2024,0.1341,0.0003
17.30850029,10.78310013,9,18.7873,0.1024,0
8.979800224,8.903100014,10,9.8951,0.0907,0
2.029299974,2.221800089,1,2.7126,0.7481,1.0949
10.04249954,4.243400097,9,12.0198,0.0928,0
4.774799824,11.81809998,2,5.1494,0.4636,0.0594
11.38300037,14.40960026,1,12.1246,0.9388,1.2659
15.51290035,17.50309944,9,16.3536,0.1054,0
1.085800052,13.27970028,7,1.1622,0.1335,0.0003
5.378200054,16.68040085,7,5.6833,0.1352,0.0001
6.738100052,9.986000061,9,7.3562,0.1018,0
16.03179932,4.038499832,9,19.325,0.0922,0
6.664599895,9.226799965,2,7.3221,0.4551,0.04
6.770400047,14.36390018,8,7.2128,0.1173,0
16.9116993,16.57959938,4,17.8767,0.2365,0.0008
10.38609982,10.35319996,5,11.3075,0.1837,0.0003
11.98169994,8.813099861,10,13.2144,0.0907,0
8.77519989,15.42549992,2,9.3113,0.4712,0.0341
2.317399979,9.199999809,4,2.5466,0.2275,0.0052
3.298099995,11.53520012,9,3.5628,0.1029,0
2.53640008,7.829599857,1,2.827,0.8972,3.0869
13.88829994,1.984200001,1,19.0037,0.7308,0.1429
4.415599823,6.919700146,5,4.9813,0.1773,0.0007
6.911799908,19.23469925,2,7.2542,0.4764,0.0449
11.62530041,11.12979984,1,12.5898,0.9234,0.9574
17.77700043,17.72170067,2,18.7291,0.4746,0.0172
3.213799953,2.873300076,1,4.0922,0.7853,0.8941
12.29319954,11.66489983,3,13.2695,0.3088,0.0042
15.84160042,2.629800081,7,20.4972,0.1104,0
18.78070068,17.88199997,7,19.778,0.1357,0
2.766000032,14.25809956,4,2.948,0.2346,0.0048
17.92989922,3.600899935,8,21.9899,0.1019,0
1.575299978,15.30819988,6,1.6722,0.157,0.0007
8.410699844,19.27199936,3,8.8266,0.3176,0.0068
2.673300028,12.33390045,1,2.8748,0.9299,4.6137
1.23179996,16.38080025,4,1.3029,0.2364,0.0111
12.51350021,1.205800056,5,19.2571,0.13,0.0001
18.85009956,10.26060009,8,20.5364,0.1147,0
7.58370018,12.42300034,7,8.1516,0.1329,0
4.030200005,7.904799938,4,4.488,0.2245,0.0028
7.140200138,1.426200032,1,10.5338,0.6778,0.1997
18.4538002,0.779600024,10,32.0732,0.0575,0
17.69210052,3.910000086,7,21.428,0.118,0
9.078700066,2.635999918,10,11.7417,0.0773,0
1.235999942,16.13540077,9,1.3084,0.105,0
16.24869919,12.32299995,7,17.4748,0.1328,0
19.24010086,0.242300004,2,49.8733,0.1929,0.0011
6.552599907,1.599599957,4,9.4062,0.1742,0.0007
1.378600001,14.56200027,10,1.4675,0.0939,0
14.43360043,7.947500229,4,16.0653,0.2246,0.0008
13.0163002,8.929699898,7,14.3394,0.1297,0
3.549000025,12.38360023,10,3.8156,0.093,0
14.44250011,4.997000217,5,16.9109,0.1708,0.0002
17.87899971,2.272300005,4,23.7918,0.1879,0.0003
4.856100082,1.544399977,2,7.0285,0.3455,0.0233
14.58689976,19.13839912,7,15.3129,0.1361,0
19.0991993,4.793799877,8,22.4836,0.1062,0
5.627500057,11.47910023,6,6.0812,0.1542,0.0002
15.14190006,3.721199989,5,18.4766,0.1639,0.0002
14.1072998,12.57680035,6,15.1517,0.1552,0.0001
13.31669998,10.36859989,2,14.4965,0.4593,0.0207
16.3932991,3.311800003,6,20.3758,0.1341,0
12.30280018,5.15719986,3,14.3483,0.2858,0.0033
2.972899914,19.97430038,8,3.1149,0.1193,0
4.8604002,7.199699879,2,5.4612,0.445,0.051
6.062699795,7.077199936,9,6.8238,0.0987,0
17.31509972,9.612400055,6,18.9601,0.1522,0.0001
17.96850014,15.16870022,1,19.0838,0.9416,0.8442
1.792199969,19.82830048,10,1.8784,0.0954,0
9.193900108,3.644500017,7,11.2547,0.1167,0
18.20140076,4.90899992,9,21.3608,0.0947,0
8.300499916,8.560400009,7,9.1775,0.1292,0
2.970999956,1.857800007,6,4.1233,0.1201,0.0001
15.51669979,15.44519997,3,16.4636,0.3142,0.0036
17.53190041,12.93169975,1,18.7964,0.9327,0.7376
16.09740067,17.11240005,10,16.9887,0.0948,0
7.552499771,5.954199791,9,8.6589,0.0969,0
17.43309975,16.4734993,7,18.4339,0.1351,0
3.923000097,19.62779999,4,4.1136,0.2384,0.0036
14.90950012,14.34990025,2,15.8847,0.4693,0.0198
5.48939991,13.84619999,2,5.8607,0.4683,0.0534
19.51679993,2.286000013,7,25.9402,0.1075,0
18.53840065,5.007100105,3,21.7012,0.2848,0.0022
14.20899963,0.361000001,3,31.7974,0.149,0.0004
6.031300068,6.32460022,3,6.8687,0.2927,0.0073
10.01340008,0.0019,6,234.7844,0.0071,0
12.58850002,13.14179993,2,13.4829,0.4668,0.0231
11.88980007,11.79590034,3,12.8243,0.309,0.0044
9.224399567,13.24300003,3,9.8751,0.3114,0.0058
8.340299606,18.30290031,4,8.7735,0.2377,0.0017
8.830800056,2.166699886,3,11.8644,0.2481,0.0029
3.767999887,11.86769962,6,4.0625,0.1546,0.0003
15.4119997,3.517499924,9,18.9715,0.0903,0
17.58699989,17.43300056,2,18.5438,0.4742,0.0174
16.06920052,14.27900028,5,17.1252,0.1877,0.0002
12.08129978,0.351599991,10,27.2919,0.0443,0
15.7343998,15.12639999,1,16.7136,0.9414,0.9614
15.0145998,19.19890022,10,15.7597,0.0953,0
19.65500069,5.738599777,5,22.6298,0.1737,0.0001
18.98929977,3.585500002,7,23.3047,0.1164,0
1.628499985,5.110899925,10,1.9014,0.0856,0
18.55620003,16.96969986,10,19.5919,0.0947,0
9.986100197,16.86770058,5,10.5467,0.1894,0.0004
14.07369995,4.469900131,7,16.7234,0.1202,0
12.3281002,19.57449913,10,12.9286,0.0954,0
1.317000031,5.677199841,3,1.5182,0.2892,0.032
11.00730038,2.051000118,10,14.9569,0.0736,0
3.837800026,12.4677,9,4.1242,0.1034,0
11.36410046,3.683199883,4,13.8887,0.2046,0.0007
15.07359982,11.81529999,3,16.2565,0.3091,0.0035
13.71039963,19.73590088,5,14.3731,0.1908,0.0003
2.206899881,13.60420036,3,2.3587,0.3119,0.0244
10.06410027,11.66549969,8,10.8634,0.1158,0
9.774800301,3.440900087,5,12.0745,0.1619,0.0002
4.63380003,2.432100058,7,6.0847,0.1088,0
2.028199911,0.467299998,8,4.1496,0.0611,0
1.052600026,16.81229973,8,1.1119,0.1183,0.0001
14.04129982,0.172900006,7,41.5111,0.0483,0
13.36299992,6.711800098,1,15.1223,0.8837,0.5023
3.570800066,2.207400084,7,4.7794,0.1067,0
5.750899792,1.477300048,7,8.4122,0.0977,0
11.66539955,3.193099976,2,14.587,0.3999,0.0151
8.030400276,3.209800005,6,10.0329,0.1334,0.0001
5.025499821,14.53740025,4,5.3502,0.2348,0.0027
7.877500057,7.076499939,2,8.8665,0.4442,0.0313
8.111700058,5.245500088,2,9.4405,0.4296,0.0273
18.81509972,6.62349987,4,21.3218,0.2206,0.0006
12.00510025,9.732700348,7,13.1327,0.1306,0
19.94729996,4.088300228,1,24.0022,0.8311,0.205
2.016200066,0.636900008,7,3.7282,0.0773,0
14.44330025,5.71239996,4,16.6382,0.217,0.0007
9.044400215,6.631199837,3,10.2481,0.2942,0.0049
16.7723999,2.053800106,2,22.7841,0.3681,0.0082
13.68719959,15.23639965,10,14.5332,0.0942,0
6.687799931,13.29899979,10,7.1577,0.0934,0
7.09980011,0.633300006,7,13.1518,0.0771,0
1.961599946,19.57640076,9,2.0571,0.106,0
18.60449982,16.47559929,4,19.6724,0.2364,0.0007
2.868599892,16.26799965,4,3.0353,0.2363,0.0048
15.04979992,13.70189953,8,16.0779,0.117,0
17.42079926,14.32229996,5,18.5623,0.1877,0.0002
13.92010021,3.348599911,5,17.2706,0.1612,0.0002
15.35219955,5.566699982,9,17.739,0.0962,0
11.19470024,4.362299919,10,13.3471,0.0839,0
19.8526001,13.01990032,7,21.2754,0.1333,0
8.95759964,16.41209984,7,9.4737,0.1351,0
14.05239964,6.204699993,2,16.0369,0.4381,0.0168
9.75660038,17.70240021,7,10.2797,0.1356,0
4.256499767,1.460199952,1,6.2437,0.6817,0.3431
15.71269989,7.785299778,7,17.5225,0.1281,0
11.92940044,7.254499912,9,13.394,0.099,0
13.37959957,15.37269974,4,14.1997,0.2356,0.001
13.42889977,14.49680042,2,14.2989,0.4696,0.022
1.352900028,11.14970016,2,1.465,0.4618,0.2069
17.49069977,11.85070038,1,18.8595,0.9274,0.6775
3.629600048,5.586100101,2,4.1922,0.4329,0.0625
14.4630003,6.045700073,5,16.5532,0.1747,0.0002
11.71749973,11.74950027,1,12.6419,0.9269,1.0027
6.290500164,7.190599918,2,7.069,0.4449,0.0394
7.494400024,13.11779976,9,8.0278,0.1037,0
3.249000072,19.08530045,4,3.4111,0.2381,0.0043
9.817700386,16.39139938,8,10.384,0.1182,0
6.429800034,14.53390026,2,6.8453,0.4696,0.0461
11.88360023,9.30589962,9,13.0467,0.1012,0
13.97389984,15.65680027,4,14.8157,0.2358,0.001
18.33659935,3.444499969,9,22.6469,0.09,0
13.05650043,19.2031002,4,13.7043,0.2382,0.0011
11.12889957,2.050600052,7,15.1228,0.1051,0
14.62150002,6.863500118,3,16.5083,0.2952,0.0031
15.12930012,12.84039974,6,16.2278,0.1554,0.0001
16.86560059,0.582700014,2,32.0816,0.2629,0.003
16.48349953,5.815000057,2,18.9493,0.4349,0.014
11.47270012,2.871599913,8,14.61,0.0982,0
18.72260094,16.07329941,6,19.8228,0.1574,0.0001
13.59860039,2.120100021,8,18.3515,0.0926,0
8.622900009,11.6243,3,9.31,0.3087,0.006
1.605000019,2.909499884,2,2.0392,0.3935,0.1046
2.81520009,6.199800014,8,3.2131,0.1095,0
13.54419994,1.325000048,3,20.3482,0.2219,0.0013
4.144199848,17.06649971,3,4.3743,0.3158,0.0135
1.393100023,5.268300056,3,1.6204,0.2866,0.0293
19.77770042,7.839099884,10,22.0415,0.0897,0
13.03779984,19.76980019,6,13.6669,0.159,0.0001
8.066300392,16.29199982,5,8.5343,0.189,0.0005
18.00819969,17.30150032,10,18.995,0.0948,0
1.15260005,7.172699928,6,1.2956,0.1483,0.0008
3.961800098,13.08909988,10,4.2443,0.0933,0
4.33039999,10.01360035,2,4.7266,0.4581,0.063
1.91869998,5.425000191,2,2.2238,0.4314,0.1169
14.15429974,1.944900036,3,19.4503,0.2426,0.0017
2.245300055,0.980300009,1,3.6531,0.6146,0.4366
3.299000025,15.5067997,8,3.4996,0.1178,0
8.3895998,5.117499828,6,9.7939,0.1428,0.0001
5.168900013,11.4623003,3,5.5862,0.3084,0.01
19.36450005,17.2031002,1,20.4314,0.9478,0.8884
13.25699997,16.6093998,10,14.0121,0.0946,0
16.9829998,10.91989994,5,18.4171,0.1844,0.0002
18.25469971,6.593999863,6,20.6965,0.147,0
14.84220028,19.57970047,2,15.565,0.4768,0.021
11.91079998,13.72189999,1,12.7234,0.9361,1.1521
17.0576992,6.43569994,5,19.3894,0.1759,0.0002
14.64150047,19.77160072,8,15.3479,0.1192,0
19.74830055,19.99500084,5,20.691,0.1909,0.0002
12.8888998,13.80700016,6,13.7631,0.1561,0.0001
17.26959991,14.33100033,5,18.4006,0.1877,0.0002
15.23120022,14.98939991,7,16.1873,0.1344,0
13.19950008,14.39620018,3,14.0602,0.3129,0.0041
18.24150085,0.390300006,9,39.7107,0.051,0
17.07130051,6.334300041,1,19.4382,0.8782,0.371
15.09759998,17.80389977,7,15.9027,0.1356,0
7.859300137,12.79300022,8,8.4319,0.1165,0
8.940899849,3.559499979,6,10.9853,0.1356,0.0001
16.21229935,13.23649979,10,17.3564,0.0934,0
11.98630047,5.334300041,6,13.921,0.1435,0.0001
2.438299894,9.257800102,4,2.6781,0.2276,0.0049
11.38099957,9.965200424,2,12.4269,0.4579,0.0239
5.238900185,14.8913002,9,5.5698,0.1045,0
15.81470013,16.26210022,9,16.7338,0.105,0
10.19369984,11.92529964,5,10.9868,0.1856,0.0004
11.87790012,12.82009983,8,12.7416,0.1165,0
12.99440002,10.21450043,4,14.1617,0.2294,0.0009
1.172199965,0.831700027,3,1.9988,0.1955,0.0105
11.4296999,12.99269962,3,12.2505,0.311,0.0047
4.169199944,1.899700046,10,5.7582,0.0724,0
2.118999958,7.184800148,7,2.3814,0.1271,0.0001
11.81999969,10.84959984,8,12.8241,0.1152,0
19.99740028,18.71990013,3,21.014,0.3172,0.0028
17.91460037,13.54189968,6,19.152,0.1559,0.0001
11.54969978,12.84319973,1,12.3881,0.9323,1.112
18.19120026,9.684900284,9,19.9076,0.1015,0
16.7947998,19.42900085,2,17.6188,0.4766,0.0185
14.19569969,0.647000015,2,26.1201,0.2717,0.004
14.02040005,3.293100119,2,17.4426,0.4019,0.0128
2.890899897,2.269299984,5,3.848,0.1503,0.0006
16.26670074,19.50499916,10,17.0618,0.0953,0
9.015999794,2.677900076,1,11.6268,0.7754,0.297
1.561699986,13.70059967,8,1.6684,0.117,0.0001
8.195899963,5.096899986,9,9.5726,0.0951,0
18.90480042,7.394899845,9,21.186,0.0991,0
6.800600052,15.66009998,2,7.2102,0.4716,0.0441
14.00150013,8.294199944,6,15.524,0.1503,0.0001
12.55480003,16.22439957,9,13.286,0.105,0
1.747599959,5.60860014,1,2.0175,0.8662,3.2093
9.896800041,2.181400061,10,13.2783,0.0745,0
15.46409988,10.36489964,4,16.8346,0.2296,0.0008
16.08839989,5.270899773,2,18.7127,0.4299,0.0138
3.880700111,0.718400002,3,6.9131,0.1871,0.0028
9.073699951,1.39230001,8,13.4653,0.0842,0
17.8708992,12.26620007,4,19.2252,0.2324,0.0007
12.08899975,3.417999983,1,14.9492,0.8087,0.2827
2.936199903,13.35910034,6,3.1416,0.1558,0.0004
12.02200031,19.00550079,7,12.6244,0.136,0
14.44029999,5.414199829,4,16.7409,0.2156,0.0007
15.52110004,13.40989971,8,16.6031,0.1169,0
19.59350014,8.227800369,5,21.7398,0.1803,0.0002
14.85470009,17.29649925,6,15.6689,0.158,0.0001
8.187399864,10.28730011,6,8.9181,0.153,0.0001
15.52079964,19.55330086,7,16.2777,0.1362,0
13.07859993,4.084300041,1,15.7394,0.8309,0.3123
11.60639954,5.103199959,6,13.5539,0.1427,0.0001
2.424099922,6.426599979,8,2.7559,0.11,0
3.896399975,17.71719933,8,4.1051,0.1186,0
4.664500237,3.750999928,10,5.6848,0.0821,0
3.733599901,7.826000214,5,4.1616,0.1794,0.0008
10.25930023,2.435600042,8,13.468,0.0952,0
3.62770009,5.333300114,2,4.2134,0.4305,0.0614
11.17090034,4.11259985,3,13.4302,0.2773,0.0033
9.614700317,17.42779922,10,10.1379,0.0948,0
7.098899841,5.98029995,10,8.1348,0.0873,0
2.366600037,11.39579964,10,2.5587,0.0925,0
16.46459961,6.116300106,10,18.8197,0.0875,0
17.05010033,2.433900118,2,22.3857,0.3808,0.0089
16.14550018,13.78929996,7,17.2419,0.1338,0
18.9368,6.461299896,8,21.5162,0.11,0
18.95919991,4.771900177,6,22.3322,0.1415,0
11.76189995,17.93219948,10,12.3848,0.095,0
3.898499966,1.653399944,8,5.5537,0.0877,0
17.83399963,12.64890003,9,19.1472,0.1035,0
3.115099907,19.15169907,9,3.27,0.1058,0
5.894199848,15.57320023,4,6.2511,0.2357,0.0023
3.654299974,14.42630005,8,3.8921,0.1174,0
13.72570038,13.64019966,10,14.6674,0.0936,0
5.939599991,2.390500069,9,7.8255,0.0843,0
9.512900352,13.56980038,9,10.1687,0.1039,0
11.00629997,16.02400017,10,11.6549,0.0944,0
4.951099873,4.679500103,5,5.847,0.1694,0.0005
12.48690033,11.68550014,9,13.477,0.1029,0
2.105700016,6.697199821,2,2.3835,0.4417,0.115
12.34449959,19.42499924,9,12.9503,0.1059,0
2.021500111,2.573400021,8,2.6262,0.0962,0
3.358099937,18.29640007,9,3.5326,0.1056,0
18.08230019,16.2935009,7,19.1312,0.135,0
13.35599995,16.67020035,7,14.1142,0.1352,0
18.12010002,15.69089985,9,19.2094,0.1048,0
2.201100111,17.54560089,4,2.3201,0.2372,0.0063
4.274300098,0.259000003,10,10.8036,0.0396,0
10.52470016,8.863300323,4,11.6019,0.2268,0.0011
2.601700068,13.96380043,8,2.7763,0.1171,0
9.210900307,18.8178997,4,9.6768,0.238,0.0015
19.43519974,3.056499958,5,24.4829,0.1588,0.0001
19.63120079,16.17020035,4,20.7782,0.2362,0.0007
2.493299961,18.88610077,4,2.619,0.238,0.0056
10.62899971,15.56029987,10,11.2731,0.0943,0
15.74009991,5.711500168,1,18.1324,0.8681,0.3629
9.253299713,7.819499969,5,10.3149,0.1794,0.0003
19.99360085,13.5145998,7,21.3773,0.1336,0
7.243999958,15.28289986,10,7.6905,0.0942,0
19.28619957,15.81200027,2,20.4372,0.4718,0.0156
5.265500069,12.10210037,8,5.6696,0.1161,0
2.973200083,12.46829987,6,3.1951,0.1551,0.0004
4.891499996,9.557700157,5,5.3587,0.1826,0.0007
6.592700005,17.50810051,6,6.9499,0.1581,0.0002
5.339099884,6.371600151,2,6.0755,0.4394,0.0446
6.474599838,11.92889977,1,6.9782,0.9278,1.8424
4.95359993,4.019599915,3,5.9753,0.2763,0.0073
9.100399971,1.513000011,4,13.2359,0.1719,0.0005
7.442399979,7.044000149,7,8.3807,0.1269,0
12.21210003,19.64049911,10,12.8051,0.0954,0
13.8597002,8.36590004,6,15.3551,0.1504,0.0001
8.672100067,15.10179996,5,9.2126,0.1883,0.0004
19.34059906,19.5977993,7,20.2817,0.1362,0
14.07199955,4.909900188,6,16.5142,0.142,0.0001
14.58580017,6.356200218,2,16.6019,0.4393,0.0163
4.092400074,12.11270046,4,4.4062,0.2322,0.0031
11.09560013,8.574000359,9,12.2662,0.1005,0
8.612299919,8.605999947,6,9.5178,0.1508,0.0001
14.15480042,5.812900066,2,16.2729,0.4349,0.0163
1.567999959,2.945800066,7,1.9879,0.1127,0.0001
19.56640053,7.576200008,3,21.8763,0.2981,0.0024
4.563099861,13.16059971,3,4.8869,0.3113,0.0117
15.13659954,8.620800018,1,16.7256,0.905,0.5695
5.227300167,4.564199924,2,6.1939,0.422,0.04
5.908699989,9.270299911,9,6.4891,0.1012,0
13.32619953,12.56779957,2,14.3134,0.4655,0.0216
6.147799969,0.726999998,7,10.9121,0.0805,0
7.620399952,10.49310017,10,8.2881,0.0919,0
17.07509995,15.38490009,5,18.1209,0.1885,0.0002
1.475299954,2.384299994,8,1.9447,0.0948,0
9.352100372,2.141499996,2,12.5948,0.3713,0.015
18.21969986,0.820599973,7,31.1897,0.0835,0
5.315199852,6.71089983,4,6.0151,0.2209,0.002
14.25599957,9.729100227,4,15.5954,0.2285,0.0009
13.9598999,16.93630028,2,14.7405,0.4735,0.0218
15.91909981,12.19690037,2,17.1319,0.4646,0.0179
8.675299644,13.10200024,9,9.2934,0.1037,0
14.08590031,3.283900023,8,17.5321,0.1004,0
4.72840023,3.246400118,4,5.8964,0.2005,0.0016
15.53460026,7.835100174,10,17.3136,0.0897,0
8.498700142,3.474100113,9,10.4821,0.0901,0
4.054200172,3.292900085,5,5.0438,0.1608,0.0005
9.461999893,3.268899918,10,11.7858,0.0803,0
1.303900003,7.510399818,7,1.4591,0.1277,0.0002
14.92549992,15.8057003,5,15.8166,0.1887,0.0003
18.42230034,11.56280041,4,19.8974,0.2315,0.0007
13.51169968,13.26360035,7,14.4634,0.1335,0
12.38679981,17.56069946,4,13.056,0.2372,0.0011
19.39279938,7.137899876,2,21.8087,0.4446,0.0127
18.12310028,1.462499976,9,26.5741,0.0758,0
7.275400162,13.55290031,4,7.7776,0.2339,0.0018
19.36470032,0.886500001,5,32.4145,0.1195,0
4.134500027,3.574199915,1,5.0766,0.8144,0.8645
14.26179981,7.923900127,10,15.8784,0.0898,0
14.69799995,18.52140045,3,15.4528,0.3171,0.0039
9.741100311,6.950699806,7,10.984,0.1267,0
8.681200027,10.28050041,7,9.4564,0.1311,0
1.61500001,17.4409008,5,1.7028,0.1897,0.0024
7.771100044,6.616399765,5,8.8074,0.1765,0.0004
16.44120026,1.778599977,10,23.0381,0.0714,0
6.36070013,1.485399961,2,9.292,0.3423,0.0173
6.131700039,18.07040024,9,6.4541,0.1056,0
11.03339958,10.34770012,5,12.0127,0.1837,0.0003
13.31239986,17.95809937,1,14.0165,0.9498,1.349
8.797400475,10.47990036,9,9.5692,0.1021,0
18.43230057,9.431300163,8,20.2144,0.114,0
16.07019997,6.28760004,1,18.313,0.8775,0.3913
19.62350082,4.6395998,7,23.2009,0.1208,0
18.41279984,19.61759949,2,19.3079,0.4768,0.0169
3.309499979,12.70540047,9,3.5522,0.1035,0
10.01399994,5.070799828,8,11.7037,0.107,0
14.56550026,17.53610039,2,15.3535,0.4743,0.021
18.92499924,10.31439972,1,20.6098,0.9183,0.545
4.227399826,0.636799991,10,7.8173,0.0541,0
4.043799877,1.394600034,9,5.9985,0.0749,0
3.751199961,8.922800064,8,4.1328,0.1135,0
3.849299908,13.04889965,8,4.1246,0.1167,0
19.82229996,7.532100201,3,22.1748,0.298,0.0023
4.885900021,4.018700123,5,5.8938,0.1658,0.0005
9.715200424,17.63769913,9,10.2379,0.1054,0
4.997700214,17.36199951,5,5.2706,0.1896,0.0008
13.40250015,19.26049995,9,14.0656,0.1059,0
5.313000202,5.765500069,6,6.1138,0.1448,0.0002
5.414199829,19.08119965,8,5.6845,0.1191,0
6.978899956,1.857300043,10,9.6862,0.072,0
17.4477005,3.253499985,4,21.7497,0.2006,0.0004
12.64519978,13.51959991,9,13.52,0.1039,0
18.72649956,15.21619987,8,19.8855,0.1177,0
13.69890022,4.200900078,7,16.4195,0.1192,0
10.10999966,18.50550079,2,10.6296,0.4756,0.0305
1.248900056,18.22839928,1,1.314,0.9504,14.5956
8.952500343,4.56799984,7,10.6067,0.1206,0
19.86020088,11.12110043,10,21.5091,0.0923,0
19.71290016,5.572899818,4,22.7746,0.2164,0.0005
17.03790092,4.901599884,3,19.9992,0.284,0.0023
9.314200401,12.2244997,4,10.0223,0.2323,0.0014
1.462299943,8.409099579,8,1.6193,0.1129,0.0001
1.252200007,16.57489967,9,1.3237,0.1051,0
15.97259998,2.611500025,10,20.6935,0.0772,0
3.455699921,19.83620071,1,3.6219,0.9541,5.7401
1.301699996,10.91829967,1,1.4116,0.9221,8.3877
16.89529991,5.19329977,8,19.6872,0.1073,0
6.560299873,14.49289989,2,6.9854,0.4696,0.0451
10.94299984,15.61600018,9,11.6038,0.1048,0
5.47149992,12.56480026,8,5.8769,0.1164,0
17.48159981,16.67200089,5,18.4738,0.1893,0.0002
2.355099916,7.742899895,9,2.6277,0.0996,0
1.763900042,4.339099884,7,2.1046,0.1197,0.0001
9.862000465,16.32710075,4,10.433,0.2363,0.0014
4.022200108,17.81780052,6,4.2365,0.1582,0.0003
12.45829964,3.621500015,6,15.2657,0.136,0.0001
19.82789993,17.34359932,5,20.9119,0.1896,0.0002
10.66009998,4.246200085,6,12.7578,0.1393,0.0001
18.2003994,6.999800205,9,20.508,0.0986,0
13.0177002,7.450699806,6,14.5779,0.1488,0.0001
2.466700077,2.529799938,7,3.2148,0.1096,0.0001
13.84969997,7.425600052,9,15.5147,0.0992,0
18.87100029,4.149600029,1,22.6585,0.8328,0.2199
13.72809982,18.6154995,10,14.4297,0.0951,0
17.93370056,14.36050034,10,19.1059,0.0939,0
6.711699963,16.03140068,8,7.1071,0.118,0
5.56099987,0.761399984,7,9.7337,0.0816,0
10.33119965,0.56309998,1,19.8704,0.5199,0.0545
8.904100418,3.861299992,2,10.8045,0.4121,0.0218
5.323500156,9.291999817,1,5.8453,0.9107,1.7455
8.968999863,9.891799927,2,9.7989,0.4577,0.0303
13.11569977,10.80319977,10,14.2343,0.0921,0
10.9751997,8.61989975,10,12.1275,0.0905,0
7.059800148,5.498400211,8,8.1694,0.108,0
5.46570015,16.15999985,5,5.7852,0.189,0.0007
18.41699982,10.90810013,5,19.9738,0.1844,0.0002
10.16590023,2.786799908,8,13.0152,0.0976,0
19.09189987,12.00419998,9,20.5682,0.1031,0
2.593499899,5.747499943,6,2.9855,0.1448,0.0003
18.11730003,16.51259995,3,19.155,0.3153,0.0031
9.417300224,7.074800014,9,10.5999,0.0987,0
10.88809967,15.22539997,2,11.5616,0.4709,0.0274
10.56680012,16.39859962,4,11.176,0.2364,0.0013
9.145899773,7.313899994,5,10.2605,0.1783,0.0003
19.09199905,18.75939941,10,20.0606,0.0952,0
18.71349907,10.6406002,3,20.3322,0.3068,0.0027
13.77190018,7.41989994,1,15.4287,0.8926,0.5388
2.978899956,17.07180023,3,3.1442,0.3158,0.0188
9.47480011,1.67840004,5,13.4512,0.1409,0.0001
3.130199909,12.79059982,6,3.3583,0.1553,0.0004
18.26679993,9.680500031,5,19.991,0.1828,0.0002
