rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.772,7,16.4212,3.0386,0.0949,0.424,1.5583,6.9625,0.227971
0.4369,6,6.0617,2.3125,0.0132,0.4457,0.0801,2.7015,0.563113
0.8496,8,7.1264,1.0485,0.4671,1.4208,3.3285,10.1251,0.150436
0.9243,6,19.9047,3.5893,0.4939,0.7725,9.8317,15.3772,0.075748
0.3418,5,2.1739,1.272,0.017,0.8031,0.0369,1.7459,0.658194
0.308,5,6.4756,4.2043,0.0038,0.2416,0.0245,1.5647,0.691956
0.3785,8,9.6081,3.1735,0.0027,0.3178,0.0261,3.0537,0.621545
0.8806,4,12.0509,3.4214,0.4647,0.757,5.5997,9.122,0.119439
0.7152,4,1.793,0.6268,0.6784,2.2739,1.2164,4.0771,0.284813
0.5679,10,8.7812,1.5463,0.0185,0.6653,0.1629,5.8417,0.432111
0.8118,1,5.9588,7.3404,0.5876,0.7238,3.5012,4.3129,0.188219
0.633,8,6.6129,1.3058,0.0592,0.825,0.3916,5.4559,0.366972
0.1602,3,9.4988,19.7596,0.0007,0.0513,0.0067,0.4874,0.839761
0.629,2,17.9604,14.2765,0.0482,0.1183,0.8659,2.1239,0.370982
0.8629,9,3.0161,0.3884,1.2509,3.8258,3.7729,11.5391,0.137081
0.6021,9,8.1275,1.4999,0.032,0.6987,0.2598,5.6784,0.397938
0.4607,9,9.1208,2.2,0.0063,0.4609,0.0579,4.2038,0.539347
0.5447,4,2.4796,1.1382,0.1297,1.0083,0.3215,2.5001,0.455346
0.0109,8,1.9767,22.7221,0,0.044,0,0.087,0.989126
0.0987,2,8.3655,42.3783,0.0005,0.0241,0.0038,0.2012,0.9013
0.4157,1,2.598,6.249,0.1139,0.2739,0.2958,0.7116,0.584255
0.5086,7,17.7894,4.9963,0.0077,0.2078,0.1362,3.6968,0.491354
0.0003,7,7.8967,4092.1897,0,0.0002,0,0.0019,0.999724
0.8246,1,14.8324,17.9874,0.2614,0.317,3.8767,4.7013,0.175399
0.3405,3,19.4788,19.0713,0.0037,0.0561,0.072,1.0934,0.659544
0.3555,4,6.8248,4.7999,0.0086,0.217,0.0589,1.4808,0.644535
0.3414,6,1.1917,0.5818,0.0228,1.7416,0.0272,2.0755,0.658623
0.3721,1,3.2679,8.7835,0.0675,0.1813,0.2204,0.5925,0.627949
0.5654,5,12.4209,4.394,0.0257,0.2533,0.3191,3.1458,0.434646
0.0602,7,18.5055,43.9069,0,0.0228,0,0.4215,0.93979
0.8101,9,4.1366,0.5674,0.4961,2.2586,2.0523,9.3428,0.189943
0.724,6,3.1461,0.7243,0.3438,1.7245,1.0817,5.4255,0.276041
0.9366,5,18.6913,3.9912,0.6729,0.9235,12.5783,17.2614,0.06337
0.2386,2,8.235,17.2567,0.0048,0.0627,0.0393,0.5165,0.761397
0.9478,9,14.3657,1.6841,1.0497,1.6435,15.0801,23.6104,0.052181
0.7539,10,12.1756,1.6151,0.0887,0.7078,1.0796,8.6182,0.246139
0.3161,4,17.6665,13.9723,0.0022,0.0737,0.0383,1.3027,0.683901
0.647,1,18.4017,28.4419,0.0644,0.0996,1.1858,1.8328,0.353008
0.5618,10,14.3726,2.5583,0.0106,0.4015,0.1527,5.7706,0.438207
0.7259,7,5.7992,1.1413,0.1747,1.0509,1.0131,6.0946,0.274083
0.0812,8,16.3324,25.1411,0,0.0398,0,0.6497,0.918796
0.6823,7,16.878,3.5336,0.0404,0.3234,0.6825,5.4589,0.317651
0.2247,10,19.0104,8.4591,0.0001,0.1183,0.0012,2.2485,0.775267
0.7949,1,3.6941,4.6472,0.834,1.0492,3.081,3.876,0.205088
0.625,9,1.7841,0.3172,0.1827,3.3356,0.326,5.951,0.37499
0.8823,9,1.521,0.1916,3.1895,8.41,4.8512,12.7916,0.117728
0.775,4,8.9913,2.9004,0.2208,0.5656,1.9853,5.0853,0.224983
0.5063,6,3.272,1.0772,0.0485,0.9768,0.1586,3.1962,0.493744
0.8562,9,7.7264,1.0027,0.4496,1.4469,3.4735,11.1793,0.14379
0.425,2,9.6719,11.3791,0.0221,0.11,0.2138,1.0638,0.575017
0.8166,2,16.3874,10.0333,0.2026,0.3023,3.3208,4.9541,0.183351
0.296,9,8.1789,3.0703,0.0008,0.3264,0.0061,2.67,0.704015
0.6991,1,9.973,14.2651,0.1629,0.233,1.6245,2.3236,0.300881
0.6293,8,13.6564,2.7125,0.0277,0.3964,0.3782,5.4129,0.370668
0.2193,10,1.1295,0.5151,0.0009,1.9421,0.001,2.1936,0.780742
0.9908,2,18.795,9.4852,5.6276,5.733,105.77,107.7515,0.009242
0.5937,1,11.9474,20.1243,0.0726,0.1223,0.8674,1.4611,0.40632
0.4548,6,6.2845,2.3031,0.0153,0.4495,0.0962,2.8249,0.545211
0.6181,10,12.5084,2.0237,0.0219,0.5161,0.2742,6.4552,0.381901
0.3079,7,3.7353,1.7333,0.0035,0.5804,0.013,2.168,0.692139
0.9955,2,16.1823,8.1281,13.453,13.576,217.7002,219.6911,0.004543
0.0015,6,10.3508,1187.7922,0,0.0008,0,0.0087,0.998548
0.914,4,8.6739,2.3724,1.0095,1.431,8.7564,12.4126,0.085951
0.3552,2,4.3488,6.1216,0.0283,0.1916,0.1229,0.8333,0.644796
0.8756,5,14.8198,3.3849,0.3425,0.638,5.0763,9.4546,0.124356
0.01,3,12.1339,402.6326,0,0.0025,0,0.0301,0.989955
0.7736,2,18.1353,11.7212,0.1299,0.2152,2.3555,3.9028,0.226386
0.1313,7,11.219,12.2045,0,0.082,0.0003,0.9196,0.868678
0.2211,3,18.1113,27.3103,0.001,0.0376,0.018,0.6811,0.778944
0.3619,3,8.8971,8.1945,0.0099,0.132,0.0884,1.1742,0.638084
0.1289,3,16.2612,42.0445,0.0002,0.024,0.0035,0.3903,0.871079
0.0254,7,11.6637,65.6658,0,0.0152,0,0.1776,0.974625
0.5341,8,6.9177,1.6189,0.0217,0.6394,0.1501,4.4231,0.465866
0.579,10,18.388,3.1756,0.01,0.3249,0.1831,5.9735,0.420965
0.6777,10,10.7797,1.5906,0.0464,0.6751,0.5004,7.2777,0.322276
0.3171,5,18.2353,11.4996,0.0015,0.0885,0.0274,1.6132,0.682852
0.3329,1,18.2092,54.6912,0.0091,0.0274,0.1662,0.4991,0.667054
0.324,4,12.3385,9.5204,0.0034,0.1084,0.0419,1.3379,0.675998
0.3834,9,13.2781,3.848,0.0017,0.2616,0.0223,3.4729,0.616596
0.6771,8,2.2203,0.4099,0.2666,2.7061,0.5919,6.0083,0.322948
0.6512,1,2.5653,3.9395,0.4739,0.7277,1.2156,1.8668,0.348818
0.9,5,1.9648,0.4366,3.5352,5.8256,6.9459,11.4461,0.099961
0.975,6,10.7033,1.8297,3.3939,3.9404,36.3254,42.1752,0.025037
0.6661,4,17.1397,6.4327,0.0484,0.2038,0.8288,3.4933,0.333879
0.5382,8,4.6751,1.0859,0.0334,0.9543,0.1563,4.4615,0.461842
0.751,8,9.4677,1.5759,0.1259,0.7604,1.1917,7.1996,0.249006
0.447,9,12.8614,3.1968,0.0038,0.3167,0.0494,4.0727,0.55297
0.236,10,18.2489,7.732,0.0001,0.1294,0.0015,2.3617,0.763984
0.5588,1,1.8369,3.2871,0.3853,0.6895,0.7078,1.2666,0.441183
0.9613,4,1.5323,0.3985,14.9014,17.4109,22.8334,26.6788,0.038662
0.5599,3,4.9179,2.9281,0.0896,0.4311,0.4404,2.12,0.44014
0.229,6,5.0377,3.6661,0.001,0.2738,0.0052,1.3794,0.770977
0.2937,9,8.4584,3.1997,0.0007,0.3132,0.0059,2.6494,0.706275
0.7562,1,12.8279,16.9643,0.1828,0.2418,2.3451,3.1012,0.243829
0.3393,7,13.8977,5.8509,0.0014,0.1724,0.0201,2.3954,0.660669
0.8781,4,11.7301,3.3398,0.4633,0.7628,5.4351,8.9473,0.12195
0.8391,1,9.5567,11.3896,0.4578,0.5456,4.3749,5.214,0.160927
0.0012,8,3.5084,361.1116,0,0.0028,0,0.0097,0.998786
0.5769,2,4.1851,3.6269,0.1468,0.4225,0.6145,1.7684,0.423053
0.3066,5,2.7848,1.8164,0.0086,0.5592,0.024,1.5572,0.693366
0.3067,5,8.2583,5.3857,0.0029,0.1886,0.024,1.5574,0.693323
0.7028,3,1.7119,0.8119,0.7249,1.9566,1.241,3.3495,0.297184
0.3298,1,1.0238,3.104,0.1586,0.4807,0.1623,0.4922,0.670163
0.0289,4,15.3944,133.0144,0,0.0075,0,0.1157,0.971066
0.324,1,16.2989,50.3086,0.0095,0.0294,0.1553,0.4792,0.676021
0.5079,1,18.0611,35.557,0.029,0.0572,0.5244,1.0323,0.492052
0.4208,2,5.0168,5.9617,0.0413,0.209,0.2071,1.0486,0.579245
0.4497,9,16.9864,4.1966,0.003,0.2413,0.051,4.0986,0.550265
0.534,9,6.5239,1.3573,0.0199,0.7566,0.1298,4.9362,0.465955
0.2042,3,17.1628,28.0151,0.0008,0.0365,0.0141,0.6267,0.795791
0.9381,10,1.6264,0.1734,7.3576,13.1254,11.9663,21.3471,0.06192
0.3644,9,9.7222,2.9641,0.0018,0.3391,0.0172,3.2973,0.635551
0.0956,7,17.3877,25.9918,0,0.0385,0.0001,0.6691,0.904433
0.2198,4,3.1083,3.535,0.0034,0.2863,0.0106,0.8899,0.780179
0.7358,7,8.6745,1.6841,0.1279,0.7217,1.1096,6.2603,0.264184
0.4591,10,1.998,0.4352,0.024,2.3219,0.048,4.6391,0.540891
0.1829,9,10.4544,6.3524,0.0001,0.1575,0.0006,1.6464,0.817139
0.1236,5,9.9734,16.134,0.0001,0.0621,0.0008,0.619,0.876368
0.9336,3,9.8423,3.5141,1.2597,1.5443,12.3983,15.1991,0.066409
0.8104,2,17.944,11.0714,0.1756,0.2659,3.1509,4.7717,0.189624
0.4859,7,12.8973,3.7921,0.0084,0.2721,0.1084,3.5095,0.514131
0.1251,3,16.3181,43.475,0.0002,0.0232,0.0032,0.3785,0.874885
0.4167,1,2.1701,5.2083,0.1371,0.3291,0.2976,0.7143,0.58334
0.3855,7,11.925,4.4187,0.003,0.2293,0.036,2.7347,0.614464
0.7102,5,12.9992,3.6609,0.0811,0.3542,1.0542,4.605,0.289844
0.5744,4,11.6868,5.0868,0.0348,0.2314,0.4069,2.7043,0.425633
0.3359,3,5.558,5.5155,0.0124,0.1937,0.0688,1.0765,0.664099
0.5425,5,11.0402,4.0701,0.0238,0.2695,0.2627,2.9752,0.457502
0.0769,2,7.652,49.7432,0.0003,0.0204,0.002,0.1559,0.923085
0.4621,8,6.1084,1.6523,0.0115,0.6167,0.0703,3.7672,0.53789
0.6078,4,15.2653,6.2787,0.0346,0.1939,0.5281,2.9594,0.392181
0.5298,6,10.623,3.3418,0.0186,0.3178,0.1974,3.3762,0.470203
0.823,6,11.8574,2.4014,0.2298,0.6462,2.7247,7.6624,0.177038
0.9197,3,1.596,0.5785,6.1572,7.8859,9.8268,12.5859,0.080307
0.4145,9,11.4105,3.0584,0.0029,0.3299,0.0333,3.7642,0.585458
0.9866,2,2.7414,1.3893,26.3259,27.0457,72.1698,74.143,0.013406
0.7007,7,11.226,2.2886,0.0718,0.5087,0.8057,5.7109,0.299263
0.7191,8,1.6472,0.2863,0.5334,4.0258,0.8786,6.6313,0.280912
0.7038,4,6.4717,2.2988,0.1718,0.6068,1.112,3.9273,0.296175
0.4427,2,4.6974,5.3057,0.0519,0.2404,0.2438,1.1291,0.557326
0.4783,6,9.4782,3.3027,0.0128,0.3156,0.1214,2.9912,0.521692
0.7729,1,1.7439,2.2563,1.5083,1.9515,2.6303,3.4032,0.227107
0.689,9,16.7863,2.7069,0.0362,0.4057,0.608,6.8094,0.310955
0.8184,7,11.5279,2.0122,0.2144,0.7114,2.4715,8.2006,0.181553
0.4394,10,18.9435,4.3115,0.002,0.2339,0.0377,4.4313,0.560633
0.6343,5,17.8524,5.6287,0.0317,0.2093,0.5651,3.7367,0.36567
0.3492,5,15.0511,8.6201,0.0027,0.1187,0.0402,1.7862,0.650793
0.9249,1,5.5037,5.9503,2.0712,2.2393,11.3992,12.3242,0.075052
0.8832,6,13.0609,2.4646,0.412,0.8178,5.3813,10.6806,0.116772
0.9972,8,19.9234,2.4973,18.024,18.4245,359.1003,367.0783,0.002752
0.9289,6,15.8222,2.8388,0.675,1.0273,10.6808,16.2544,0.071059
0.9638,1,3.6303,3.7665,7.0764,7.3419,25.6893,26.6532,0.036162
0.6248,1,11.8787,19.011,0.0876,0.1402,1.0407,1.6655,0.375166
0.1961,7,17.392,12.6688,0.0001,0.079,0.0018,1.3747,0.803882
0.4385,3,9.0151,6.853,0.0192,0.1651,0.173,1.4885,0.561501
0.0274,7,10.1473,52.9043,0,0.0189,0,0.1918,0.972599
0.4948,3,15.5546,10.4797,0.0174,0.1128,0.2705,1.7547,0.505248
0.706,7,11.6776,2.3628,0.0724,0.4956,0.8453,5.7876,0.293962
0.1538,2,7.4049,24.0793,0.0016,0.0432,0.012,0.3196,0.846239
0.5985,4,7.029,2.9359,0.0699,0.4105,0.4915,2.8856,0.401453
0.8392,4,13.8558,4.1278,0.2578,0.5,3.5714,6.928,0.160828
0.6427,8,5.684,1.1054,0.0755,0.9801,0.4291,5.5709,0.357268
0.1162,1,18.1257,155.9461,0.0008,0.0073,0.0153,0.1315,0.883769
0.0508,7,1.4838,4.1716,0,0.2397,0,0.3557,0.949188
0.0199,1,14.6586,736.2197,0,0.0014,0.0004,0.0203,0.980089
0.2625,6,13.2994,8.4426,0.0007,0.1191,0.0091,1.5844,0.737454
0.633,5,14.1711,4.4772,0.0395,0.2628,0.5591,3.7243,0.366963
0.1484,8,16.4545,13.864,0,0.0722,0.0004,1.1872,0.851643
0.9144,10,15.449,1.6895,0.4971,1.089,7.6791,16.8232,0.08559
0.4625,3,11.8964,8.5748,0.0177,0.1343,0.21,1.5974,0.537546
0.7769,8,19.8943,3.2008,0.0772,0.3897,1.5364,7.7519,0.223067
0.546,3,5.1185,3.125,0.0777,0.3977,0.3976,2.0355,0.454035
0.4157,9,12.8222,3.4269,0.0026,0.2944,0.0338,3.7754,0.584264
0.2801,1,8.8318,31.5362,0.0123,0.044,0.1089,0.389,0.719947
0.8863,5,6.5076,1.4685,0.8897,1.5706,5.7896,10.2211,0.113701
0.289,1,12.3873,42.8556,0.0095,0.0328,0.1175,0.4066,0.710953
0.9326,6,11.9826,2.1415,0.9533,1.4203,11.4232,17.0187,0.06742
0.3936,1,12.9471,32.8969,0.0197,0.0501,0.2554,0.649,0.606434
0.0651,1,15.5828,239.226,0.0003,0.0045,0.0045,0.0697,0.934862
0.3136,2,13.4069,21.3731,0.0063,0.0531,0.0851,0.7124,0.686361
0.8893,9,17.2444,2.1547,0.3098,0.7739,5.3424,13.3458,0.110741
0.6218,6,6.0678,1.6263,0.0737,0.6886,0.447,4.1781,0.378161
0.6831,9,16.5511,2.6922,0.0347,0.4061,0.5738,6.7215,0.31692
0.9464,8,18.0578,2.3851,0.8178,1.2371,14.7685,22.3397,0.053599
0.2257,4,3.5309,3.9108,0.0033,0.259,0.0117,0.9145,0.774286
0.4243,3,9.504,7.4656,0.0162,0.1501,0.1538,1.4268,0.575653
0.8754,6,11.2029,2.133,0.4353,0.9041,4.8766,10.1289,0.124623
0.4046,5,4.4546,2.2019,0.0164,0.4706,0.0731,2.0962,0.595383
0.8975,5,1.8746,0.4177,3.5788,5.9727,6.7089,11.1964,0.102489
0.4012,10,17.5503,4.3746,0.0013,0.2299,0.023,4.0349,0.598813
0.0429,7,5.1882,17.2728,0,0.0579,0,0.3004,0.95709
0.2962,1,4.4465,15.0119,0.028,0.0946,0.1247,0.4209,0.703802
0.3758,2,13.9179,18.5156,0.0105,0.0645,0.1458,0.8975,0.624158
0.7931,10,6.9853,0.8808,0.2332,1.3686,1.6291,9.5599,0.206919
0.3522,7,17.5163,7.1052,0.0014,0.1421,0.0237,2.489,0.647819
0.1197,3,18.117,50.4599,0.0002,0.02,0.0028,0.3618,0.880321
0.1475,6,2.412,2.725,0.0004,0.3674,0.0009,0.8861,0.852476
0.9814,2,3.5722,1.82,14.3551,14.9046,51.2793,53.2421,0.018623
0.2353,9,14.0558,6.6367,0.0001,0.1508,0.002,2.1199,0.76468
0.7642,2,4.2839,2.8028,0.5124,0.8692,2.195,3.7235,0.23578
0.215,10,14.7179,6.8456,0.0001,0.1461,0.0009,2.1509,0.785003
0.988,4,15.5587,3.9367,5.1765,5.4305,80.5398,84.492,0.011953
0.8901,4,12.0347,3.3802,0.5231,0.8189,6.2952,9.8555,0.109919
0.0096,4,3.9995,104.0776,0,0.0096,0,0.0384,0.990393
0.5963,3,2.3058,1.2889,0.249,1.0248,0.574,2.363,0.403672
0.9757,3,5.1766,1.7685,7.412,7.9775,38.3691,41.2961,0.02431
0.7798,9,13.5405,1.9292,0.1103,0.6287,1.4938,8.5124,0.220158
0.0262,7,17.0504,92.7944,0,0.0108,0,0.1837,0.973751
0.8252,4,1.2552,0.3803,2.4827,5.1124,3.1162,6.4171,0.174792
0.7475,3,12.1423,5.4144,0.1432,0.3279,1.7392,3.9818,0.252472
0.1336,1,15.0199,112.4173,0.0014,0.0103,0.0206,0.1542,0.866392
0.8752,3,11.4576,4.3639,0.4796,0.7087,5.4948,8.1203,0.124818
0.451,6,8.7551,3.2358,0.0106,0.3196,0.0925,2.7983,0.549046
0.2474,6,11.1565,7.5156,0.0006,0.1337,0.0071,1.4916,0.752592
0.446,5,16.779,7.5241,0.0066,0.1395,0.1101,2.3401,0.553992
0.0081,5,8.9765,222.5927,0,0.0045,0,0.0403,0.991935
0.5385,7,11.604,3.0783,0.0157,0.3406,0.1822,3.9518,0.461492
0.0598,4,16.4041,68.5751,0,0.0146,0.0001,0.2394,0.940197
0.9773,3,13.4835,4.5989,3.0609,3.2784,41.2721,44.204,0.022705
0.7672,10,18.5968,2.424,0.0666,0.4792,1.2391,8.911,0.232815
0.1684,3,14.7093,29.1098,0.0005,0.0349,0.0078,0.5131,0.831565
0.9098,7,15.0547,2.3639,0.5046,0.9277,7.5973,13.9659,0.090188
0.2533,8,3.6581,1.8049,0.0011,0.5551,0.004,2.0307,0.746653
0.8855,6,8.0427,1.5139,0.6885,1.3491,5.5375,10.8502,0.114549
0.9369,5,12.5884,2.6872,1.005,1.3772,12.6515,17.3362,0.063073
0.1632,9,14.7621,10.0532,0,0.0995,0.0004,1.4688,0.836844
0.5657,8,18.1873,4.019,0.0113,0.2601,0.2053,4.7307,0.434329
0.9864,6,8.2726,1.3978,8.4427,9.1581,69.8432,75.7615,0.013603
0.4558,8,17.8676,4.9001,0.0037,0.2077,0.0655,3.712,0.544199
0.3262,6,15.1643,7.7484,0.0015,0.1305,0.0224,1.9795,0.673817
0.4714,3,15.8145,11.1828,0.0143,0.1037,0.2255,1.6396,0.528607
0.0842,7,8.9794,15.2374,0,0.0656,0.0001,0.5894,0.915814
0.8525,3,13.7827,5.3891,0.3132,0.4988,4.3169,6.8744,0.147503
0.5459,6,17.3841,5.3078,0.0132,0.2016,0.2286,3.5038,0.454134
0.2933,5,6.6429,4.5303,0.003,0.2238,0.0202,1.4865,0.706732
0.0836,7,6.0904,10.4073,0,0.0961,0.0001,0.5853,0.916399
0.2701,9,1.6791,0.6908,0.0023,1.45,0.0039,2.4347,0.729917
0.1098,6,14.5283,22.052,0,0.0454,0.0003,0.6591,0.890197
0.6197,2,4.6349,3.7398,0.1757,0.4431,0.8142,2.0536,0.380325
0.2801,2,11.2672,20.1162,0.0055,0.0552,0.0615,0.6216,0.719948
0.3672,3,10.5112,9.5405,0.0088,0.1137,0.093,1.1947,0.63275
0.9462,2,1.1882,0.6279,13.6662,15.2588,16.2381,18.1306,0.053784
0.8046,7,18.1122,3.2158,0.1184,0.4294,2.1452,7.7775,0.195383
0.8596,3,4.4057,1.7085,1.0536,1.6389,4.6418,7.2205,0.140424
0.8183,1,11.343,13.8614,0.3249,0.3971,3.6857,4.504,0.181687
0.124,1,1.9395,15.6471,0.009,0.073,0.0175,0.1415,0.876047
0.4677,4,2.256,1.2058,0.0753,0.9046,0.1699,2.0408,0.532275
0.3988,2,19.1364,23.9906,0.0091,0.0508,0.175,0.9727,0.601168
0.8132,2,2.848,1.7511,1.1328,1.7039,3.2263,4.8528,0.186784
0.3525,3,4.8423,4.5792,0.0167,0.2351,0.0809,1.1383,0.647514
0.9943,5,1.6068,0.3232,106.1107,109.2046,170.4986,175.4699,0.005749
0.3651,5,19.324,10.5855,0.0025,0.097,0.048,1.8735,0.634896
0.5575,7,1.8087,0.4635,0.1207,2.2784,0.2184,4.121,0.442477
0.4819,1,8.941,18.5531,0.0501,0.104,0.4483,0.9302,0.518086
0.0351,8,7.5646,26.9592,0,0.0371,0,0.2806,0.964926
0.6163,6,3.5676,0.9648,0.1194,1.1559,0.4261,4.1239,0.383695
0.7724,9,14.6173,2.1027,0.0947,0.5703,1.3847,8.3365,0.227574
0.003,9,14.7645,554.6424,0,0.0018,0,0.0266,0.997042
0.0067,4,5.8885,219.7482,0,0.0046,0,0.0268,0.993301
0.901,8,14.7007,2.0396,0.4413,0.9316,6.4874,13.6951,0.099033
0.1947,8,8.7753,5.6326,0.0001,0.1777,0.0012,1.5591,0.805258
0.547,4,14.8258,6.7764,0.0221,0.1697,0.3275,2.5154,0.453034
0.5913,9,5.1973,0.9767,0.0449,1.0687,0.2333,5.5546,0.408746
0.3583,4,16.2912,11.3685,0.0037,0.0917,0.0607,1.4937,0.641747
0.0769,9,17.3934,25.1273,0,0.0398,0,0.6922,0.923088
0.3859,10,3.1226,0.8091,0.006,1.2419,0.0187,3.8778,0.614088
0.2365,9,8.4689,3.9789,0.0002,0.2516,0.0021,2.1305,0.763506
0.0179,8,16.1413,112.43,0,0.0089,0,0.1436,0.982054
0.687,2,15.692,11.4206,0.0812,0.1687,1.2738,2.6478,0.312997
0.9324,2,3.6367,1.9502,3.4264,3.9391,12.4607,14.3255,0.067607
0.6558,8,3.5408,0.6749,0.137,1.6187,0.4851,5.7314,0.344204
0.3005,2,18.7877,31.2652,0.004,0.036,0.0752,0.6761,0.699543
0.8087,7,6.5005,1.1483,0.344,1.2148,2.2359,7.8969,0.191294
0.2396,3,3.8346,5.334,0.006,0.1935,0.0231,0.742,0.760369
0.3282,6,10.6098,5.3884,0.0022,0.1878,0.023,1.992,0.671834
0.5168,9,16.0013,3.4401,0.0068,0.2974,0.1081,4.7595,0.483178
0.2413,2,10.758,22.2884,0.0038,0.0486,0.0405,0.5232,0.758663
0.5015,9,2.1669,0.4801,0.0423,2.1251,0.0916,4.6048,0.498526
0.9982,4,15.732,3.94,35.7318,35.9856,562.1329,566.1258,0.001769
0.3687,8,15.2876,5.183,0.0015,0.1944,0.023,2.9726,0.631301
0.2998,5,1.0129,0.6756,0.0217,1.5018,0.022,1.5212,0.700163
0.5524,4,17.5686,7.9511,0.0195,0.1452,0.342,2.5516,0.447605
0.1762,5,18.3229,20.7924,0.0002,0.0483,0.003,0.8842,0.823754
0.4484,2,11.3862,12.6972,0.0223,0.1011,0.2541,1.1509,0.551625
0.3148,9,5.9227,2.0906,0.0014,0.4797,0.0083,2.8413,0.685226
0.3675,2,3.9592,5.3868,0.0344,0.22,0.1361,0.8711,0.632508
0.6381,4,2.6575,1.0412,0.2511,1.2116,0.6674,3.2198,0.36191
0.7388,8,14.7712,2.4993,0.0717,0.4718,1.0594,6.9695,0.26124
0.1323,8,5.7546,5.4355,0,0.184,0.0002,1.0589,0.867661
0.5625,8,11.7424,2.6095,0.0169,0.4002,0.199,4.6989,0.437514
0.9253,5,4.37,0.9446,2.3396,3.3983,10.2243,14.8506,0.074733
0.1134,1,4.1513,36.6112,0.0035,0.0308,0.0145,0.1279,0.886611
0.6143,9,17.8851,3.2347,0.0164,0.3256,0.2935,5.8226,0.385653
0.8937,8,7.3066,1.0219,0.7995,1.7781,5.8419,12.9917,0.106274
0.8449,3,5.954,2.349,0.6723,1.098,4.003,6.5377,0.155095
0.8364,10,11.9692,1.431,0.221,0.9198,2.6449,11.0091,0.163579
0.1382,8,11.3,10.2177,0,0.0979,0.0003,1.1062,0.861759
0.7582,7,15.5241,2.9251,0.088,0.4299,1.3665,6.6738,0.241815
0.9698,6,3.2626,0.5607,9.0351,10.8185,29.478,35.2965,0.030241
0.0626,3,19.9022,105.9032,0,0.0095,0.0004,0.1884,0.937357
0.0971,4,11.0945,28.5685,0.0001,0.0351,0.0007,0.389,0.902913
0.6935,5,15.2521,4.3988,0.0602,0.2875,0.9179,4.3852,0.306541
0.1382,6,15.0083,18.0989,0,0.0553,0.0007,0.8299,0.861793
0.3375,2,6.3619,9.4261,0.0166,0.1227,0.1055,0.7804,0.662536
0.3996,9,12.9733,3.6075,0.0021,0.2793,0.0275,3.6237,0.600424
0.8778,9,5.8316,0.7382,0.7831,2.1378,4.567,12.4669,0.122227
0.9543,6,16.2627,2.8404,1.1281,1.4802,18.3461,24.0716,0.045747
0.0969,8,12.9944,16.7594,0,0.0597,0.0001,0.7754,0.903081
0.97,8,11.7502,1.5142,2.4952,3.1556,29.3189,37.0791,0.029976
0.63,2,16.5886,13.1661,0.0525,0.1285,0.8714,2.1313,0.370028
0.2875,7,4.957,2.4629,0.0019,0.408,0.0096,2.0223,0.712474
0.1677,8,2.1799,1.6252,0.0003,0.6156,0.0006,1.342,0.832331
0.2484,7,10.8486,6.2398,0.0005,0.1607,0.0051,1.7437,0.751627
0.9095,2,2.3329,1.2825,3.756,4.5358,8.7624,10.5815,0.090469
0.7733,7,11.3818,2.1027,0.1386,0.6141,1.5771,6.9901,0.226719
0.267,4,18.5333,17.3534,0.0011,0.0588,0.021,1.089,0.733002
0.6902,5,12.8013,3.7095,0.0698,0.3394,0.8935,4.3444,0.30981
0.8165,5,4.8591,1.1902,0.5559,1.3961,2.7013,6.784,0.183454
0.3124,6,12.687,6.7687,0.0015,0.1492,0.0187,1.8931,0.687605
0.5028,2,8.4036,8.3565,0.0444,0.1641,0.3733,1.379,0.497183
0.2667,4,9.7503,9.1409,0.0021,0.1115,0.0209,1.0875,0.733334
0.0917,10,10.446,11.3864,0,0.0878,0,0.9174,0.908259
0.5714,4,18.3817,8.0428,0.0216,0.146,0.3974,2.6829,0.428626
0.8737,7,19.3743,3.168,0.238,0.5537,4.6115,10.7271,0.126338
0.9646,8,11.9471,1.5482,2.0303,2.6762,24.2562,31.9732,0.035383
0.6165,5,16.3567,5.3066,0.0298,0.2183,0.488,3.5703,0.383537
0.4823,8,3.8348,0.9938,0.0228,1.0291,0.0876,3.9464,0.517655
0.7687,4,19.7634,6.4276,0.0952,0.2508,1.8816,4.9563,0.231309
0.2865,7,19.2525,9.6004,0.0005,0.1047,0.0094,2.0148,0.713516
0.9127,6,2.3388,0.4271,3.4789,5.8203,8.1365,13.6126,0.087316
0.7431,6,14.7742,3.3138,0.0867,0.3885,1.2811,5.7395,0.256937
0.4677,9,3.123,0.7419,0.0201,1.3679,0.0628,4.272,0.532309
0.7503,9,11.6368,1.7232,0.0953,0.6756,1.1086,7.8616,0.249665
0.643,2,16.1242,12.5382,0.0589,0.1387,0.9496,2.2356,0.356998
0.3169,1,5.7873,18.2619,0.0254,0.0802,0.147,0.4639,0.683094
0.6411,9,16.7399,2.9014,0.0228,0.3675,0.3815,6.1511,0.358929
0.3899,3,15.6794,13.406,0.0073,0.0819,0.1142,1.2837,0.610141
0.1106,9,11.9293,11.98,0,0.0835,0.0001,0.9958,0.889359
0.9329,6,1.8208,0.3253,6.3092,9.3833,11.4878,17.0851,0.067121
0.8499,8,19.1349,2.8144,0.1746,0.5299,3.3403,10.1393,0.150132
0.2544,5,19.0695,14.9932,0.0006,0.0673,0.0117,1.2836,0.745625
0.7594,4,11.9546,3.9353,0.1457,0.3998,1.7414,4.7792,0.240553
