rho,s,lambda,mu,Wq,W,Lq,Ls,P?
0.8853,10,18.663,2.1082,0.2637,0.738,4.9208,13.7734,0.114739
0.8464,7,12.6548,2.136,0.2639,0.7321,3.3402,9.2648,0.153628
0.5943,5,1.5398,0.5182,0.264,2.1939,0.4065,3.3782,0.405661
0.7259,5,4.5526,1.2543,0.2642,1.0615,1.2028,4.8324,0.274088
0.8639,4,17.5099,5.0669,0.2643,0.4617,4.6277,8.0835,0.136069
0.7633,1,9.3132,12.2005,0.2644,0.3463,2.4622,3.2255,0.236656
0.872,9,16.016,2.0407,0.2645,0.7545,4.2357,12.0839,0.127973
0.8684,4,18.3969,5.2959,0.2645,0.4533,4.8662,8.34,0.131552
0.8149,1,13.5617,16.6424,0.2645,0.3246,3.5873,4.4021,0.185112
0.6263,9,1.2473,0.2213,0.2646,4.7834,0.33,5.9664,0.373738
0.7748,1,10.0524,12.975,0.2651,0.3422,2.6648,3.4396,0.225246
0.7814,6,6.8402,1.4591,0.2656,0.951,1.8169,6.505,0.218647
0.6624,6,2.3873,0.6007,0.2656,1.9304,0.6342,4.6085,0.33762
0.6239,5,1.9531,0.6261,0.2656,1.8627,0.5187,3.6381,0.376117
0.8511,3,16.0154,6.2723,0.2658,0.4253,4.2573,6.8107,0.148882
0.8045,7,8.059,1.4311,0.2658,0.9646,2.1421,7.7734,0.195529
0.8063,2,11.4582,7.1053,0.2659,0.4067,3.0471,4.6597,0.193686
0.8034,9,7.1857,0.9938,0.266,1.2722,1.9111,9.1417,0.196595
0.6605,6,2.3458,0.5919,0.266,1.9554,0.624,4.5871,0.339496
0.8591,5,15.7633,3.6696,0.2661,0.5386,4.1951,8.4907,0.140873
0.6815,1,5.4806,8.0414,0.2661,0.3905,1.4586,2.1402,0.318453
0.6723,2,4.3359,3.2245,0.2662,0.5763,1.1542,2.4989,0.327654
0.7219,3,5.3655,2.4776,0.2665,0.6701,1.4301,3.5956,0.278146
0.8429,3,14.7041,5.815,0.2669,0.4389,3.9251,6.4537,0.15711
0.76,4,6.5542,2.156,0.2669,0.7308,1.7495,4.7895,0.239994
0.8741,4,19.4318,5.5578,0.267,0.447,5.1892,8.6856,0.125914
0.8515,1,18.287,21.4755,0.2671,0.3136,4.8837,5.7353,0.148472
0.7877,9,6.0684,0.8559,0.2671,1.4354,1.621,8.7107,0.212252
0.7208,3,5.3136,2.4571,0.2671,0.6741,1.4193,3.5818,0.279155
0.674,4,3.2969,1.2229,0.2672,1.0849,0.881,3.577,0.325999
0.7253,9,3.2393,0.4962,0.2673,2.2826,0.866,7.394,0.274662
0.7595,5,5.995,1.5786,0.2676,0.901,1.604,5.4018,0.240451
0.6309,10,1.1664,0.1849,0.2677,5.6766,0.3123,6.6211,0.369114
0.8222,10,8.3795,1.0192,0.2679,1.2491,2.2451,10.467,0.177807
0.7165,9,2.9638,0.4596,0.2679,2.4436,0.7941,7.2424,0.283519
0.8282,10,8.9675,1.0828,0.268,1.1915,2.4034,10.685,0.171836
0.8625,2,18.8729,10.941,0.2682,0.3596,5.0613,6.7862,0.137519
0.5714,3,1.7859,1.0418,0.2684,1.2283,0.4792,2.1935,0.428572
0.8583,9,13.271,1.718,0.2686,0.8507,3.5642,11.2891,0.14168
0.7315,2,6.445,4.4055,0.2686,0.4956,1.7313,3.1943,0.268524
0.8758,9,16.5483,2.0994,0.2689,0.7452,4.4498,12.3321,0.124194
0.6896,3,4.1861,2.0235,0.2689,0.7631,1.1258,3.1945,0.310436
0.7979,2,10.5795,6.6296,0.269,0.4199,2.8461,4.4419,0.202102
0.8344,10,9.5936,1.1498,0.2692,1.1389,2.5821,10.9258,0.165634
0.7617,3,7.2156,3.1579,0.2692,0.5859,1.9425,4.2275,0.238343
0.8649,2,19.2527,11.1303,0.2694,0.3592,5.1862,6.916,0.135121
0.6119,9,1.0631,0.193,0.2695,5.4499,0.2865,5.7937,0.388085
0.836,8,10.5745,1.5812,0.2696,0.902,2.8505,9.5382,0.164038
0.7954,8,6.8662,1.079,0.2696,1.1964,1.8515,8.215,0.204554
0.7535,2,7.5254,4.9934,0.2696,0.4698,2.0286,3.5357,0.246469
0.7371,2,6.6802,4.5316,0.2697,0.4903,1.8015,3.2756,0.26293
0.8781,10,16.5246,1.8819,0.2698,0.8012,4.4587,13.2398,0.121897
0.8339,5,11.8973,2.8533,0.2698,0.6202,3.2097,7.3793,0.166078
0.8231,6,10.1128,2.0477,0.2698,0.7581,2.7281,7.6666,0.176916
0.6091,2,2.8117,2.3082,0.2701,0.7033,0.7593,1.9775,0.390934
0.8901,10,19.5089,2.1917,0.2702,0.7265,5.2714,14.1725,0.109888
0.8129,1,13.0615,16.0672,0.2705,0.3327,3.5326,4.3455,0.187072
0.8024,7,7.7487,1.3796,0.2707,0.9955,2.0973,7.7139,0.197626
0.7238,3,5.3614,2.4691,0.2707,0.6757,1.4512,3.6226,0.276196
0.591,4,1.711,0.7238,0.2707,1.6523,0.4633,2.8271,0.409046
0.8134,4,10.2967,3.1648,0.2708,0.5868,2.7887,6.0422,0.186612
0.6442,1,4.3056,6.6839,0.2709,0.4205,1.1662,1.8104,0.355825
0.6337,2,3.2918,2.5974,0.2712,0.6562,0.8929,2.1602,0.366331
0.7915,6,7.3692,1.5517,0.2713,0.9158,1.9995,6.7485,0.2085
0.8248,3,12.1983,4.9297,0.2714,0.4743,3.3107,5.7851,0.175186
0.7736,2,8.6773,5.6086,0.2714,0.4497,2.3549,3.902,0.226424
0.862,7,14.728,2.4409,0.2715,0.6812,3.9992,10.0329,0.138035
0.7989,3,9.7091,4.0508,0.2715,0.5184,2.636,5.0328,0.20106
0.7543,4,6.1461,2.037,0.2715,0.7624,1.6686,4.6859,0.245698
0.8739,3,19.9412,7.6063,0.2716,0.4031,5.4161,8.0378,0.126106
0.7644,5,6.1612,1.6121,0.2716,0.8919,1.6733,5.4952,0.235619
0.6228,5,1.8916,0.6074,0.2718,1.9181,0.5142,3.6282,0.377183
0.7583,7,5.0282,0.9473,0.272,1.3276,1.3676,6.6755,0.24173
0.8175,7,8.9985,1.5724,0.2721,0.9081,2.4486,8.1714,0.18245
0.7066,6,3.4144,0.8053,0.2723,1.5141,0.9298,5.1696,0.293354
0.7803,3,8.2702,3.5329,0.2729,0.5559,2.2566,4.5975,0.219695
0.845,3,14.6734,5.7881,0.2731,0.4459,4.0078,6.5429,0.154971
0.7582,1,8.7053,11.4818,0.2731,0.3602,2.3772,3.1353,0.241818
0.7542,7,4.8204,0.913,0.2732,1.3684,1.3167,6.5964,0.245766
0.6735,4,3.2109,1.1919,0.2733,1.1123,0.8774,3.5714,0.326516
0.797,5,8.2097,2.0601,0.2735,0.7589,2.2449,6.23,0.202985
0.7208,4,4.646,1.6114,0.2737,0.8943,1.2717,4.1549,0.279218
0.6912,1,5.6498,8.1744,0.2738,0.3961,1.5467,2.2379,0.308842
0.5696,1,2.7531,4.8336,0.2738,0.4807,0.7537,1.3233,0.430426
0.588,6,1.2141,0.3442,0.274,3.1797,0.3327,3.8605,0.412032
0.8749,10,15.5931,1.7822,0.2741,0.8352,4.2733,13.0228,0.125055
0.8494,10,11.2639,1.3261,0.2741,1.0282,3.0879,11.5818,0.150604
0.8642,9,13.9719,1.7965,0.2743,0.8309,3.8318,11.6092,0.135842
0.8748,3,19.9308,7.5948,0.2744,0.4061,5.4689,8.0932,0.125239
0.8376,2,14.5383,8.6786,0.2744,0.3896,3.9892,5.6643,0.162403
0.5179,1,2.0279,3.9153,0.2744,0.5298,0.5565,1.0745,0.482053
0.8842,8,18.6447,2.6357,0.2749,0.6542,5.1245,12.1983,0.115778
0.8767,6,18.0293,3.4275,0.2749,0.5667,4.9563,10.2165,0.123308
0.7725,4,7.069,2.2877,0.2749,0.712,1.9433,5.0334,0.227493
0.7699,2,8.3299,5.41,0.2749,0.4597,2.2897,3.8295,0.230137
0.8787,6,18.4743,3.5042,0.275,0.5603,5.0797,10.3517,0.121331
0.8803,7,18.2159,2.9563,0.2752,0.6135,5.0137,11.1755,0.119748
0.799,2,10.432,6.5283,0.2752,0.4284,2.8711,4.469,0.201014
0.7325,1,7.2871,9.9487,0.2752,0.3757,2.0054,2.7379,0.267529
0.6841,2,4.5392,3.3175,0.2752,0.5767,1.2494,2.6176,0.315863
0.8686,4,17.7027,5.0953,0.2753,0.4715,4.8731,8.3474,0.131426
0.8728,3,19.3658,7.3964,0.2762,0.4114,5.3481,7.9664,0.12724
0.8299,3,12.5661,5.0471,0.2762,0.4743,3.4704,5.9602,0.170073
0.6515,10,1.393,0.2138,0.2762,4.9533,0.3847,6.9,0.348472
0.8389,10,9.8537,1.1745,0.2765,1.1279,2.7247,11.1142,0.161052
0.6947,1,5.7163,8.2285,0.2765,0.3981,1.5807,2.2754,0.305306
0.8854,8,18.8238,2.6575,0.2766,0.6529,5.2075,12.2908,0.114586
0.8461,9,11.1155,1.4598,0.2767,0.9618,3.0761,10.6907,0.153934
0.7982,3,9.4648,3.9527,0.2767,0.5297,2.6187,5.0132,0.201831
0.7816,3,8.2378,3.5131,0.2769,0.5615,2.2811,4.6259,0.218379
0.7258,9,3.1405,0.4808,0.277,2.3569,0.8698,7.4019,0.274211
0.7619,6,5.4765,1.198,0.2772,1.1119,1.5181,6.0895,0.238107
0.7157,8,3.0701,0.5362,0.2772,2.1423,0.8512,6.577,0.284273
0.8592,10,12.5594,1.4618,0.2774,0.9614,3.4836,12.0751,0.140845
0.8797,8,17.395,2.4716,0.2775,0.6821,4.8278,11.8657,0.120268
0.8667,5,16.4555,3.7975,0.2776,0.5409,4.5679,8.9011,0.133346
0.7111,3,4.753,2.228,0.2776,0.7264,1.3195,3.4528,0.288911
0.8309,4,11.8519,3.5661,0.2777,0.5581,3.2907,6.6142,0.169137
0.5925,6,1.2461,0.3505,0.2777,3.1304,0.3461,3.9008,0.407542
0.815,7,8.5685,1.502,0.2782,0.944,2.384,8.0888,0.185034
0.8263,3,12.0625,4.8659,0.2783,0.4838,3.3567,5.8357,0.173679
0.8201,7,9.0347,1.5738,0.2783,0.9137,2.5141,8.2548,0.17991
0.8601,7,14.05,2.3336,0.2784,0.7069,3.9117,9.9324,0.139902
0.8134,6,8.8917,1.8219,0.2784,0.8272,2.475,7.3556,0.186577
0.8579,1,18.5792,21.6559,0.2788,0.325,5.1808,6.0387,0.142071
0.841,8,10.8006,1.6053,0.2794,0.9024,3.018,9.7463,0.158963
0.8706,3,18.6832,7.1531,0.2796,0.4194,5.224,7.8359,0.129368
0.8316,7,10.1557,1.7446,0.2796,0.8528,2.8396,8.6607,0.168413
0.8487,9,11.3245,1.4826,0.2803,0.9548,3.1741,10.8125,0.151285
0.8302,4,11.67,3.5141,0.2803,0.5648,3.2707,6.5916,0.169766
0.7113,3,4.7144,2.2092,0.2804,0.733,1.3218,3.4558,0.288679
0.7166,3,4.9018,2.28,0.2805,0.7191,1.3752,3.5251,0.283371
0.8161,3,10.9091,4.4556,0.2806,0.5051,3.0615,5.5099,0.183862
0.7792,4,7.3321,2.3525,0.2806,0.7057,2.0576,5.1744,0.220802
0.7811,5,6.9125,1.77,0.2808,0.8458,1.9411,5.8465,0.21891
0.8615,1,19.03,22.0906,0.2815,0.3267,5.3562,6.2176,0.13855
0.8184,6,9.2403,1.8817,0.2816,0.813,2.6021,7.5126,0.181578
0.7779,5,6.6848,1.7188,0.2821,0.8639,1.8856,5.775,0.222136
0.7804,5,6.8315,1.7508,0.2823,0.8535,1.9286,5.8304,0.219629
0.6483,10,1.3191,0.2035,0.2823,5.197,0.3724,6.8553,0.351704
0.5738,5,1.2122,0.4225,0.2825,2.6493,0.3425,3.2114,0.426212
0.8671,2,18.7799,10.8285,0.2827,0.375,5.3088,7.0431,0.132851
0.8339,6,10.7997,2.1584,0.2827,0.746,3.0527,8.0564,0.166053
0.8727,4,18.0617,5.1741,0.2828,0.476,5.1074,8.5982,0.127295
0.8589,3,16.2942,6.3233,0.283,0.4412,4.6116,7.1885,0.141051
0.5555,4,1.2357,0.5562,0.2836,2.0816,0.3504,2.5723,0.444538
0.7394,1,7.3915,9.997,0.2838,0.3838,2.0975,2.8369,0.26063
0.8018,1,11.4262,14.2503,0.2839,0.3541,3.2442,4.046,0.198176
0.8594,7,13.6615,2.271,0.284,0.7243,3.8792,9.8949,0.14061
0.8134,7,8.2457,1.4482,0.2844,0.9749,2.3453,8.0389,0.186626
0.6606,2,3.7483,2.8372,0.2846,0.6371,1.0669,2.3881,0.33943
0.7398,5,4.7492,1.284,0.2848,1.0636,1.3524,5.0512,0.260247
0.7154,3,4.778,2.2262,0.2852,0.7344,1.3628,3.5091,0.28458
0.8075,9,6.9972,0.9628,0.2853,1.324,1.9966,9.2641,0.192502
0.6693,4,2.9744,1.1111,0.2855,1.1856,0.8493,3.5264,0.330724
0.8803,8,17.0198,2.4169,0.2857,0.6994,4.8618,11.9039,0.119734
0.7523,10,3.7174,0.4942,0.2857,2.3093,1.0619,8.5844,0.247748
0.5513,2,1.811,1.6426,0.2861,0.8949,0.5181,1.6206,0.448746
0.7476,1,7.7372,10.3493,0.2862,0.3828,2.2144,2.962,0.252397
0.8018,5,8.1911,2.0432,0.2865,0.7759,2.3469,6.3558,0.198219
0.7373,2,6.3005,4.2724,0.2865,0.5205,1.805,3.2797,0.262656
0.6482,6,1.958,0.5035,0.2866,2.2729,0.5612,4.4503,0.351814
0.8572,3,15.789,6.1398,0.2868,0.4497,4.5285,7.1001,0.142809
0.6569,3,3.0935,1.5698,0.287,0.924,0.8877,2.8583,0.343132
0.8439,3,13.8026,5.4522,0.2871,0.4705,3.9623,6.4939,0.156139
0.8804,5,18.7178,4.2523,0.2872,0.5224,5.3758,9.7776,0.119636
0.8188,4,10.2079,3.1168,0.2872,0.6081,2.9322,6.2073,0.181223
0.7702,7,5.3275,0.9882,0.2874,1.2993,1.5309,6.9221,0.229828
0.75,2,6.8777,4.5852,0.2874,0.5055,1.9769,3.4769,0.250013
0.7665,6,5.5061,1.1973,0.2875,1.1228,1.5832,6.1821,0.233516
0.8583,6,13.8522,2.6898,0.2877,0.6595,3.9854,9.1354,0.141671
0.7603,3,6.6788,2.9282,0.2877,0.6292,1.9216,4.2025,0.23971
0.68,2,4.2234,3.1053,0.2877,0.6098,1.2153,2.5753,0.319967
0.8782,4,18.9238,5.3869,0.2878,0.4735,5.4469,8.9599,0.121766
0.872,4,17.5964,5.0448,0.2879,0.4861,5.0662,8.5542,0.128
0.8781,3,19.7165,7.4844,0.2881,0.4217,5.6808,8.3151,0.121881
0.8614,8,13.3043,1.9306,0.2881,0.806,3.8323,10.7237,0.138576
0.6575,7,1.8921,0.4111,0.2885,2.7212,0.5459,5.1487,0.342454
0.8355,5,11.2978,2.7043,0.2888,0.6586,3.2633,7.441,0.164453
0.6547,1,4.2987,6.5659,0.2888,0.4411,1.2413,1.896,0.345298
0.8147,6,8.6744,1.7746,0.2889,0.8524,2.5061,7.3941,0.185327
0.6212,9,1.0861,0.1943,0.2892,5.437,0.3141,5.9051,0.378771
0.8663,3,17.1883,6.6137,0.2899,0.4411,4.9837,7.5826,0.133704
0.7326,10,2.9951,0.4088,0.2901,2.736,0.8688,8.1946,0.267419
0.8174,4,9.9569,3.0454,0.2907,0.619,2.8942,6.1638,0.182615
0.8708,2,18.9545,10.884,0.2908,0.3827,5.5125,7.254,0.129247
0.7248,3,5.0291,2.3128,0.2908,0.7232,1.4624,3.6369,0.275174
0.8334,1,14.3235,17.1868,0.2911,0.3493,4.1691,5.0025,0.166598
0.7008,5,3.35,0.9561,0.2911,1.3371,0.9753,4.4793,0.2992
0.7,2,4.7749,3.4109,0.2913,0.5845,1.391,2.7909,0.300045
0.7765,6,5.9607,1.2793,0.2914,1.0731,1.737,6.3962,0.223468
0.7952,4,8.1129,2.5507,0.2915,0.6835,2.3647,5.5453,0.204845
0.8582,8,12.637,1.8406,0.2918,0.8351,3.6873,10.5531,0.141772
0.8486,4,13.467,3.9675,0.2918,0.5438,3.9294,7.3237,0.151419
0.7448,10,3.3733,0.4529,0.2918,2.4998,0.9843,8.4327,0.255158
0.8734,7,15.741,2.5747,0.292,0.6804,4.5961,10.7099,0.126606
0.8492,9,10.9182,1.4286,0.2923,0.9923,3.1916,10.8342,0.150823
0.5931,1,2.9532,4.9795,0.2927,0.4935,0.8644,1.4575,0.406924
0.8776,6,17.1183,3.2509,0.2928,0.6004,5.0128,10.2784,0.122395
0.8243,6,9.4344,1.9074,0.2929,0.8172,2.7636,7.7097,0.17565
0.7165,2,5.3223,3.7142,0.2929,0.5621,1.5587,2.9916,0.283516
0.8053,1,11.3726,14.1216,0.293,0.3638,3.3317,4.137,0.194665
0.7992,3,9.0124,3.7591,0.293,0.5591,2.6411,5.0386,0.200833
0.7132,4,4.0859,1.4322,0.2931,0.9914,1.1977,4.0507,0.286764
0.6373,8,1.3912,0.2728,0.2932,3.9582,0.4079,5.5067,0.362653
0.8378,1,14.7423,17.5969,0.2935,0.3503,4.3266,5.1644,0.162223
0.8281,2,12.4788,7.5344,0.2938,0.4265,3.6658,5.322,0.171875
0.8865,10,17.0311,1.9212,0.294,0.8145,5.0064,13.8713,0.113511
0.8079,6,7.9648,1.6432,0.2941,0.9026,2.3423,7.1894,0.192146
0.884,6,18.4744,3.4831,0.2942,0.5813,5.4356,10.7397,0.115988
0.625,8,1.234,0.2468,0.2943,4.3463,0.3631,5.3633,0.374979
0.7682,6,5.4637,1.1854,0.2944,1.138,1.6084,6.2176,0.231796
0.8036,2,10.1205,6.2968,0.2945,0.4533,2.9807,4.5879,0.196382
0.7772,1,9.2024,11.8405,0.2946,0.3791,2.7111,3.4883,0.222804
0.8848,6,18.6202,3.5075,0.2948,0.5799,5.4891,10.7977,0.115228
0.8181,5,9.303,2.2743,0.2948,0.7345,2.7424,6.8329,0.181898
0.7932,1,10.3218,13.0126,0.2948,0.3716,3.0427,3.8359,0.206786
0.703,1,5.6441,8.0289,0.2948,0.4193,1.6637,2.3667,0.297029
0.7975,1,10.6542,13.3589,0.2949,0.3697,3.1416,3.9391,0.202466
0.8272,8,8.7714,1.3254,0.2951,1.0495,2.5882,9.2059,0.172782
0.8632,5,14.883,3.4482,0.2952,0.5852,4.3936,8.7098,0.136755
0.8401,4,12.216,3.6351,0.2952,0.5703,3.6059,6.9665,0.159865
0.8685,5,15.7958,3.6375,0.2954,0.5703,4.6661,9.0086,0.131503
0.709,2,5.0118,3.5342,0.2954,0.5783,1.4805,2.8985,0.290956
0.6961,9,2.2037,0.3517,0.2955,3.1385,0.6513,6.9163,0.303881
0.8409,5,11.6605,2.7735,0.2956,0.6562,3.4472,7.6515,0.159138
0.8239,2,11.947,7.2504,0.2957,0.4336,3.5328,5.1806,0.176115
0.7071,1,5.7725,8.1635,0.2957,0.4182,1.7071,2.4143,0.29289
0.781,7,5.7406,1.05,0.296,1.2483,1.6991,7.1663,0.218983
0.7984,9,6.1142,0.8509,0.2963,1.4715,1.8115,8.9968,0.20164
0.6959,8,2.384,0.4282,0.2963,2.6316,0.7064,6.2738,0.304075
0.8967,10,19.5775,2.1833,0.2964,0.7544,5.8031,14.7699,0.103321
0.8175,2,11.2706,6.8934,0.2968,0.4418,3.3448,4.9798,0.182503
0.5331,1,2.0505,3.8466,0.2968,0.5568,0.6086,1.1416,0.466935
0.8159,3,10.2897,4.2038,0.2969,0.5348,3.0551,5.5028,0.184099
0.7899,1,9.9981,12.6578,0.297,0.376,2.9692,3.7591,0.210125
0.7881,6,6.5196,1.3787,0.2971,1.0224,1.9367,6.6655,0.211863
0.7363,2,6.03,4.0948,0.2971,0.5413,1.7916,3.2642,0.263701
0.7978,4,8.1466,2.5528,0.2972,0.6889,2.4209,5.612,0.202203
0.8398,1,14.803,17.6275,0.2973,0.354,4.4012,5.2409,0.160232
0.8931,8,19.4582,2.7235,0.2974,0.6646,5.7871,12.9316,0.106941
0.6621,5,2.3828,0.7197,0.2978,1.6871,0.7095,4.0201,0.33788
0.8582,5,13.9316,3.2466,0.2981,0.6061,4.1532,8.4444,0.141775
0.7155,5,3.69,1.0314,0.2987,1.2682,1.1022,4.6798,0.284498
0.6748,9,1.7734,0.292,0.2987,3.7235,0.5297,6.6032,0.325165
0.7699,2,7.6598,4.9745,0.299,0.5,2.2904,3.8302,0.230099
0.5226,1,1.9133,3.6611,0.299,0.5721,0.5721,1.0947,0.477399
0.8916,8,18.9456,2.6561,0.2993,0.6758,5.6701,12.8029,0.108395
0.8845,8,17.189,2.4291,0.2994,0.7111,5.1461,12.2223,0.115466
0.8403,10,9.2497,1.1007,0.2994,1.2078,2.769,11.1722,0.159687
0.7313,7,3.5535,0.6942,0.2995,1.7401,1.0643,6.1834,0.26871
0.835,8,9.4129,1.4091,0.2997,1.0094,2.8208,9.5009,0.164978
0.6281,6,1.5747,0.4178,0.2997,2.693,0.472,4.2407,0.371886
0.8626,2,16.8962,9.7941,0.2998,0.4019,5.0656,6.7907,0.137434
0.8091,10,6.465,0.7991,0.2999,1.5513,1.9387,10.0293,0.190937
0.7221,4,4.2845,1.4834,0.2999,0.9741,1.2851,4.1735,0.277905
0.7832,2,8.4501,5.3943,0.3001,0.4855,2.5359,4.1024,0.216755
0.5581,4,1.1925,0.5342,0.3001,2.1722,0.3579,2.5903,0.441893
0.871,8,14.3621,2.0611,0.3005,0.7857,4.3162,11.2845,0.128968
0.7814,3,7.5752,3.2316,0.3005,0.6099,2.2761,4.6202,0.218645
0.7799,10,4.704,0.6032,0.301,1.9589,1.4158,9.2147,0.220102
0.873,1,19.93,22.829,0.3011,0.345,6.0019,6.8749,0.126986
0.7134,2,5.068,3.5518,0.3011,0.5827,1.5262,2.9531,0.286554
0.6851,2,4.1757,3.0476,0.3011,0.6293,1.2574,2.6276,0.314912
0.7055,6,3.0575,0.7223,0.3012,1.6858,0.9209,5.1542,0.294453
0.6511,1,4.0353,6.1972,0.3012,0.4625,1.2154,1.8665,0.348856
0.5871,1,2.7711,4.7199,0.3013,0.5131,0.8348,1.4219,0.412896
0.5808,2,2.0922,1.8011,0.3013,0.8565,0.6304,1.792,0.419182
0.7843,4,7.1307,2.2731,0.3014,0.7414,2.1494,5.2865,0.215741
0.7567,5,5.1881,1.3713,0.3015,1.0308,1.5644,5.3478,0.243324
0.8763,5,16.9537,3.8695,0.3017,0.5601,5.1145,9.4959,0.123732
0.8769,2,19.5158,11.1276,0.3018,0.3916,5.8893,7.6431,0.123087
0.8504,4,13.2684,3.9006,0.3018,0.5582,4.0045,7.4062,0.149593
0.8875,7,18.2671,2.9403,0.302,0.6421,5.5167,11.7294,0.112472
0.8613,3,15.6341,6.0509,0.3022,0.4674,4.7239,7.3077,0.138746
0.7289,4,4.4899,1.54,0.3022,0.9516,1.3571,4.2727,0.271097
0.8791,9,15.3709,1.9428,0.3023,0.817,4.6465,12.5581,0.120932
0.8801,9,15.5861,1.9677,0.3024,0.8106,4.7129,12.6341,0.119871
0.8667,8,13.5133,1.9489,0.3027,0.8158,4.0908,11.0248,0.133255
0.8468,9,10.2527,1.3453,0.3027,1.046,3.103,10.7243,0.153196
0.8263,5,9.8241,2.3777,0.3027,0.7233,2.974,7.1057,0.173657
0.879,10,14.9002,1.6951,0.303,0.893,4.515,13.3053,0.120973
0.859,6,13.2536,2.5714,0.3031,0.692,4.0174,9.1716,0.140971
0.5552,1,2.2855,4.1169,0.3031,0.546,0.6928,1.248,0.444849
0.8693,7,14.3949,2.3657,0.3034,0.7261,4.3668,10.4516,0.130745
0.7372,4,4.7804,1.6212,0.3034,0.9202,1.4504,4.399,0.262847
0.5583,2,1.7903,1.6033,0.3034,0.9271,0.5431,1.6598,0.441669
0.8904,9,17.8683,2.2299,0.3037,0.7521,5.4259,13.4391,0.109642
0.8891,8,18.0208,2.5337,0.3037,0.6984,5.4738,12.5863,0.110933
0.6579,8,1.6299,0.3097,0.3037,3.533,0.4949,5.7585,0.342055
0.8545,1,16.5239,19.337,0.3038,0.3555,5.0194,5.8739,0.145478
0.7968,1,10.2874,12.9103,0.3038,0.3813,3.1254,3.9222,0.20316
0.7952,9,5.764,0.8054,0.304,1.5457,1.7524,8.9093,0.204789
0.8268,2,11.9179,7.2068,0.3042,0.4429,3.6249,5.2786,0.173154
0.7531,6,4.6077,1.0198,0.3042,1.2848,1.4015,5.9199,0.246928
0.8694,2,17.8581,10.2705,0.3043,0.4017,5.4342,7.173,0.130609
0.8745,8,14.8034,2.116,0.3047,0.7773,4.5107,11.5067,0.125503
0.7834,5,6.5046,1.6606,0.3047,0.9069,1.982,5.899,0.216599
0.8273,1,13.0031,15.717,0.3048,0.3685,3.964,4.7913,0.172673
0.69,2,4.2626,3.0887,0.305,0.6288,1.3001,2.6801,0.309976
0.8682,7,14.1245,2.3241,0.3052,0.7355,4.3114,10.3889,0.13179
0.7986,8,6.263,0.9804,0.3052,1.3252,1.9115,8.2999,0.201443
0.7643,3,6.5023,2.8357,0.3052,0.6578,1.9843,4.2773,0.23566
0.7409,6,4.1165,0.926,0.3054,1.3854,1.2572,5.7028,0.259055
0.8033,3,8.9535,3.7151,0.3057,0.5749,2.7372,5.1472,0.196658
0.6988,7,2.588,0.5291,0.3058,2.1959,0.7915,5.683,0.301223
0.6444,5,2.007,0.6229,0.3058,1.9112,0.6137,3.8358,0.355584
0.8807,9,15.528,1.959,0.3059,0.8163,4.7498,12.6762,0.119291
0.8859,9,16.6497,2.0881,0.3064,0.7853,5.1009,13.0744,0.114061
0.8611,4,14.6399,4.2504,0.3064,0.5417,4.486,7.9304,0.138913
0.8071,4,8.5875,2.6601,0.3064,0.6824,2.6316,5.8598,0.192934
0.8613,5,14.0201,3.2555,0.3066,0.6138,4.2988,8.6054,0.138688
0.7219,9,2.7308,0.4203,0.3067,2.686,0.8376,7.335,0.278066
0.8833,7,17.0004,2.7495,0.3068,0.6705,5.2152,11.3982,0.116716
0.8473,2,14.2127,8.3875,0.3069,0.4261,4.3622,6.0567,0.152745
0.8368,1,13.9866,16.7137,0.3069,0.3667,4.292,5.1288,0.163163
0.8262,7,8.7315,1.5098,0.3069,0.9693,2.68,8.4631,0.173835
0.8822,5,17.8948,4.0571,0.3071,0.5536,5.4961,9.9068,0.117845
0.8268,3,10.9765,4.4255,0.3071,0.533,3.3704,5.8507,0.173236
0.8239,2,11.5075,6.9834,0.3071,0.4503,3.5337,5.1815,0.176085
0.8851,8,16.8786,2.3837,0.3073,0.7268,5.186,12.2669,0.114892
0.7912,8,5.7652,0.9109,0.3074,1.4052,1.7723,8.1015,0.208847
0.6402,7,1.5184,0.3388,0.3075,3.2589,0.4669,4.9483,0.359798
0.792,6,6.5329,1.3747,0.3077,1.0351,2.01,6.7623,0.20795
0.8798,7,16.1964,2.6297,0.3079,0.6882,4.9877,11.1466,0.120153
0.6888,3,3.6344,1.7588,0.308,0.8766,1.1195,3.1859,0.311196
0.6308,3,2.3865,1.2611,0.3083,1.1012,0.7357,2.6281,0.369215
0.872,5,15.7639,3.6155,0.3084,0.585,4.8623,9.2224,0.127978
0.8383,2,13.0078,7.7587,0.3086,0.4375,4.0137,5.6903,0.161728
0.8842,10,15.705,1.7762,0.3088,0.8718,4.8491,13.6912,0.115788
0.7595,10,3.7038,0.4877,0.3089,2.3595,1.1441,8.7389,0.240513
0.8789,10,14.5953,1.6606,0.309,0.9112,4.5095,13.2989,0.121063
0.8378,9,9.0382,1.1987,0.309,1.1432,2.7928,10.3327,0.162236
0.8709,3,16.9441,6.4855,0.3091,0.4633,5.2375,7.8501,0.129132
0.7717,1,8.4388,10.9356,0.3091,0.4005,2.6081,3.3798,0.228321
0.6931,2,4.2958,3.0989,0.3091,0.6318,1.3277,2.714,0.306873
0.8763,7,15.4166,2.5132,0.3093,0.7072,4.7683,10.9026,0.123677
0.8756,4,17.0792,4.8763,0.3093,0.5144,5.283,8.7855,0.124372
